geoName,glaucoma
Alabama,44
Alaska,28
Arizona,18
Arkansas,32
California,23
Colorado,45
Connecticut,12
Delaware,100
District of Columbia,20
Florida,12
Georgia,19
Hawaii,34
Idaho,0
Illinois,26
Indiana,36
Iowa,16
Kansas,30
Kentucky,43
Louisiana,16
Maine,54
Maryland,36
Massachusetts,22
Michigan,31
Minnesota,4
Mississippi,49
Missouri,17
Montana,40
Nebraska,33
Nevada,10
New Hampshire,18
New Jersey,19
New Mexico,43
New York,21
North Carolina,38
North Dakota,54
Ohio,17
Oklahoma,10
Oregon,6
Pennsylvania,16
Rhode Island,41
South Carolina,38
South Dakota,0
Tennessee,29
Texas,19
Utah,21
Vermont,0
Virginia,20
Washington,11
West Virginia,44
Wisconsin,5
Wyoming,0
