geoName,glaucoma
Alabama,44
Alaska,14
Arizona,24
Arkansas,28
California,38
Colorado,31
Connecticut,63
Delaware,100
District of Columbia,24
Florida,39
Georgia,25
Hawaii,30
Idaho,96
Illinois,36
Indiana,31
Iowa,49
Kansas,43
Kentucky,56
Louisiana,33
Maine,24
Maryland,30
Massachusetts,39
Michigan,31
Minnesota,24
Mississippi,9
Missouri,38
Montana,20
Nebraska,63
Nevada,19
New Hampshire,52
New Jersey,37
New Mexico,96
New York,42
North Carolina,34
North Dakota,0
Ohio,34
Oklahoma,31
Oregon,24
Pennsylvania,36
Rhode Island,26
South Carolina,58
South Dakota,76
Tennessee,69
Texas,29
Utah,17
Vermont,0
Virginia,39
Washington,32
West Virginia,69
Wisconsin,29
Wyoming,0
