geoName,glaucoma
Alabama,56
Alaska,0
Arizona,43
Arkansas,24
California,27
Colorado,25
Connecticut,18
Delaware,73
District of Columbia,51
Florida,27
Georgia,17
Hawaii,27
Idaho,0
Illinois,31
Indiana,31
Iowa,63
Kansas,47
Kentucky,13
Louisiana,0
Maine,57
Maryland,15
Massachusetts,26
Michigan,41
Minnesota,25
Mississippi,26
Missouri,32
Montana,0
Nebraska,75
Nevada,49
New Hampshire,84
New Jersey,22
New Mexico,70
New York,29
North Carolina,9
North Dakota,69
Ohio,27
Oklahoma,80
Oregon,37
Pennsylvania,25
Rhode Island,0
South Carolina,43
South Dakota,100
Tennessee,9
Texas,44
Utah,17
Vermont,65
Virginia,17
Washington,42
West Virginia,0
Wisconsin,37
Wyoming,97
