geoName,glaucoma
Alabama,37
Alaska,0
Arizona,8
Arkansas,16
California,20
Colorado,37
Connecticut,43
Delaware,51
District of Columbia,15
Florida,29
Georgia,9
Hawaii,35
Idaho,0
Illinois,20
Indiana,28
Iowa,0
Kansas,21
Kentucky,9
Louisiana,8
Maine,20
Maryland,25
Massachusetts,28
Michigan,12
Minnesota,31
Mississippi,17
Missouri,32
Montana,0
Nebraska,100
Nevada,11
New Hampshire,0
New Jersey,17
New Mexico,45
New York,21
North Carolina,11
North Dakota,0
Ohio,37
Oklahoma,0
Oregon,19
Pennsylvania,28
Rhode Island,22
South Carolina,19
South Dakota,35
Tennessee,24
Texas,28
Utah,54
Vermont,0
Virginia,27
Washington,13
West Virginia,0
Wisconsin,21
Wyoming,62
