geoName,glaucoma
Alabama,19
Alaska,0
Arizona,20
Arkansas,17
California,21
Colorado,11
Connecticut,30
Delaware,49
District of Columbia,21
Florida,27
Georgia,30
Hawaii,0
Idaho,24
Illinois,27
Indiana,27
Iowa,66
Kansas,0
Kentucky,48
Louisiana,37
Maine,57
Maryland,29
Massachusetts,10
Michigan,21
Minnesota,16
Mississippi,18
Missouri,11
Montana,0
Nebraska,47
Nevada,11
New Hampshire,57
New Jersey,20
New Mexico,0
New York,40
North Carolina,24
North Dakota,45
Ohio,23
Oklahoma,41
Oregon,32
Pennsylvania,18
Rhode Island,56
South Carolina,20
South Dakota,100
Tennessee,25
Texas,24
Utah,0
Vermont,85
Virginia,33
Washington,25
West Virginia,39
Wisconsin,19
Wyoming,0
