geoName,glaucoma
Alabama,50
Alaska,41
Arizona,26
Arkansas,85
California,32
Colorado,29
Connecticut,47
Delaware,0
District of Columbia,22
Florida,49
Georgia,27
Hawaii,24
Idaho,89
Illinois,24
Indiana,17
Iowa,34
Kansas,40
Kentucky,24
Louisiana,11
Maine,100
Maryland,37
Massachusetts,49
Michigan,49
Minnesota,27
Mississippi,0
Missouri,34
Montana,47
Nebraska,62
Nevada,15
New Hampshire,25
New Jersey,6
New Mexico,0
New York,31
North Carolina,39
North Dakota,57
Ohio,61
Oklahoma,66
Oregon,8
Pennsylvania,27
Rhode Island,25
South Carolina,37
South Dakota,45
Tennessee,32
Texas,33
Utah,13
Vermont,0
Virginia,43
Washington,31
West Virginia,0
Wisconsin,55
Wyoming,0
