geoName,glaucoma
Alabama,31
Alaska,25
Arizona,46
Arkansas,0
California,38
Colorado,38
Connecticut,32
Delaware,23
District of Columbia,24
Florida,32
Georgia,25
Hawaii,64
Idaho,15
Illinois,37
Indiana,16
Iowa,27
Kansas,37
Kentucky,25
Louisiana,37
Maine,43
Maryland,38
Massachusetts,49
Michigan,32
Minnesota,30
Mississippi,25
Missouri,32
Montana,0
Nebraska,47
Nevada,40
New Hampshire,100
New Jersey,31
New Mexico,0
New York,31
North Carolina,23
North Dakota,0
Ohio,43
Oklahoma,61
Oregon,36
Pennsylvania,42
Rhode Island,16
South Carolina,29
South Dakota,31
Tennessee,34
Texas,35
Utah,55
Vermont,84
Virginia,28
Washington,24
West Virginia,55
Wisconsin,36
Wyoming,0
