geoName,glaucoma
Alabama,41
Alaska,19
Arizona,50
Arkansas,33
California,43
Colorado,30
Connecticut,40
Delaware,0
District of Columbia,35
Florida,48
Georgia,39
Hawaii,17
Idaho,12
Illinois,53
Indiana,21
Iowa,21
Kansas,28
Kentucky,41
Louisiana,47
Maine,44
Maryland,35
Massachusetts,40
Michigan,25
Minnesota,45
Mississippi,100
Missouri,26
Montana,19
Nebraska,48
Nevada,36
New Hampshire,59
New Jersey,35
New Mexico,10
New York,37
North Carolina,35
North Dakota,24
Ohio,37
Oklahoma,26
Oregon,24
Pennsylvania,36
Rhode Island,13
South Carolina,25
South Dakota,0
Tennessee,46
Texas,42
Utah,32
Vermont,22
Virginia,29
Washington,25
West Virginia,13
Wisconsin,37
Wyoming,0
