geoName,glaucoma
Alabama,23
Alaska,32
Arizona,31
Arkansas,14
California,27
Colorado,20
Connecticut,31
Delaware,34
District of Columbia,36
Florida,33
Georgia,17
Hawaii,22
Idaho,30
Illinois,35
Indiana,34
Iowa,21
Kansas,23
Kentucky,35
Louisiana,25
Maine,48
Maryland,36
Massachusetts,28
Michigan,27
Minnesota,31
Mississippi,40
Missouri,36
Montana,48
Nebraska,33
Nevada,17
New Hampshire,51
New Jersey,35
New Mexico,25
New York,28
North Carolina,28
North Dakota,20
Ohio,27
Oklahoma,24
Oregon,20
Pennsylvania,32
Rhode Island,11
South Carolina,21
South Dakota,0
Tennessee,25
Texas,28
Utah,24
Vermont,38
Virginia,34
Washington,37
West Virginia,100
Wisconsin,22
Wyoming,31
