geoName,glaucoma
Alabama,9
Alaska,0
Arizona,11
Arkansas,0
California,17
Colorado,31
Connecticut,39
Delaware,100
District of Columbia,23
Florida,24
Georgia,24
Hawaii,32
Idaho,21
Illinois,23
Indiana,37
Iowa,36
Kansas,20
Kentucky,26
Louisiana,9
Maine,19
Maryland,21
Massachusetts,20
Michigan,18
Minnesota,4
Mississippi,17
Missouri,7
Montana,34
Nebraska,0
Nevada,24
New Hampshire,36
New Jersey,15
New Mexico,0
New York,16
North Carolina,17
North Dakota,45
Ohio,5
Oklahoma,20
Oregon,22
Pennsylvania,22
Rhode Island,18
South Carolina,27
South Dakota,0
Tennessee,24
Texas,21
Utah,38
Vermont,0
Virginia,10
Washington,17
West Virginia,0
Wisconsin,28
Wyoming,0
