geoName,glaucoma
Alabama,62
Alaska,19
Arizona,35
Arkansas,16
California,41
Colorado,38
Connecticut,24
Delaware,0
District of Columbia,28
Florida,38
Georgia,29
Hawaii,35
Idaho,21
Illinois,33
Indiana,25
Iowa,26
Kansas,45
Kentucky,25
Louisiana,36
Maine,0
Maryland,40
Massachusetts,20
Michigan,27
Minnesota,37
Mississippi,42
Missouri,36
Montana,35
Nebraska,22
Nevada,33
New Hampshire,28
New Jersey,39
New Mexico,37
New York,47
North Carolina,32
North Dakota,63
Ohio,48
Oklahoma,36
Oregon,39
Pennsylvania,43
Rhode Island,24
South Carolina,20
South Dakota,0
Tennessee,40
Texas,37
Utah,28
Vermont,19
Virginia,48
Washington,59
West Virginia,100
Wisconsin,29
Wyoming,0
