geoName,glaucoma
Alabama,48
Alaska,0
Arizona,30
Arkansas,64
California,61
Colorado,48
Connecticut,49
Delaware,55
District of Columbia,67
Florida,65
Georgia,74
Hawaii,56
Idaho,53
Illinois,60
Indiana,97
Iowa,52
Kansas,55
Kentucky,84
Louisiana,67
Maine,36
Maryland,45
Massachusetts,75
Michigan,76
Minnesota,75
Mississippi,38
Missouri,55
Montana,57
Nebraska,48
Nevada,54
New Hampshire,31
New Jersey,81
New Mexico,59
New York,74
North Carolina,34
North Dakota,35
Ohio,68
Oklahoma,87
Oregon,40
Pennsylvania,72
Rhode Island,78
South Carolina,53
South Dakota,73
Tennessee,58
Texas,74
Utah,64
Vermont,0
Virginia,59
Washington,54
West Virginia,100
Wisconsin,80
Wyoming,0
