geoName,glaucoma
Alabama,40
Alaska,0
Arizona,61
Arkansas,32
California,64
Colorado,63
Connecticut,74
Delaware,20
District of Columbia,44
Florida,54
Georgia,53
Hawaii,100
Idaho,57
Illinois,45
Indiana,41
Iowa,29
Kansas,37
Kentucky,35
Louisiana,60
Maine,59
Maryland,46
Massachusetts,62
Michigan,62
Minnesota,70
Mississippi,72
Missouri,62
Montana,49
Nebraska,64
Nevada,48
New Hampshire,25
New Jersey,57
New Mexico,26
New York,52
North Carolina,66
North Dakota,0
Ohio,53
Oklahoma,49
Oregon,46
Pennsylvania,51
Rhode Island,48
South Carolina,39
South Dakota,30
Tennessee,87
Texas,53
Utah,55
Vermont,54
Virginia,45
Washington,40
West Virginia,33
Wisconsin,56
Wyoming,92
