geoName,glaucoma
Alabama,54
Alaska,40
Arizona,75
Arkansas,89
California,61
Colorado,46
Connecticut,61
Delaware,41
District of Columbia,71
Florida,65
Georgia,60
Hawaii,83
Idaho,49
Illinois,85
Indiana,50
Iowa,44
Kansas,59
Kentucky,50
Louisiana,71
Maine,72
Maryland,59
Massachusetts,91
Michigan,42
Minnesota,68
Mississippi,60
Missouri,62
Montana,39
Nebraska,38
Nevada,54
New Hampshire,42
New Jersey,55
New Mexico,22
New York,78
North Carolina,47
North Dakota,100
Ohio,60
Oklahoma,37
Oregon,53
Pennsylvania,55
Rhode Island,52
South Carolina,94
South Dakota,0
Tennessee,91
Texas,58
Utah,33
Vermont,87
Virginia,59
Washington,65
West Virginia,53
Wisconsin,70
Wyoming,0
