geoName,glaucoma
Alabama,37
Alaska,80
Arizona,49
Arkansas,40
California,52
Colorado,59
Connecticut,40
Delaware,30
District of Columbia,85
Florida,64
Georgia,46
Hawaii,75
Idaho,54
Illinois,46
Indiana,55
Iowa,62
Kansas,72
Kentucky,52
Louisiana,84
Maine,35
Maryland,31
Massachusetts,54
Michigan,57
Minnesota,30
Mississippi,81
Missouri,26
Montana,30
Nebraska,57
Nevada,58
New Hampshire,0
New Jersey,54
New Mexico,48
New York,65
North Carolina,41
North Dakota,36
Ohio,47
Oklahoma,43
Oregon,49
Pennsylvania,70
Rhode Island,95
South Carolina,26
South Dakota,76
Tennessee,58
Texas,49
Utah,73
Vermont,100
Virginia,58
Washington,78
West Virginia,41
Wisconsin,63
Wyoming,60
