geoName,glaucoma
Alabama,8
Alaska,24
Arizona,6
Arkansas,0
California,13
Colorado,3
Connecticut,22
Delaware,0
District of Columbia,3
Florida,15
Georgia,7
Hawaii,13
Idaho,17
Illinois,16
Indiana,10
Iowa,9
Kansas,0
Kentucky,10
Louisiana,21
Maine,15
Maryland,17
Massachusetts,13
Michigan,19
Minnesota,13
Mississippi,0
Missouri,11
Montana,0
Nebraska,0
Nevada,19
New Hampshire,0
New Jersey,22
New Mexico,16
New York,11
North Carolina,7
North Dakota,74
Ohio,8
Oklahoma,8
Oregon,8
Pennsylvania,21
Rhode Island,14
South Carolina,14
South Dakota,0
Tennessee,14
Texas,18
Utah,0
Vermont,0
Virginia,14
Washington,6
West Virginia,100
Wisconsin,7
Wyoming,0
