geoName,glaucoma
Alabama,39
Alaska,100
Arizona,48
Arkansas,74
California,40
Colorado,37
Connecticut,90
Delaware,40
District of Columbia,30
Florida,49
Georgia,27
Hawaii,31
Idaho,62
Illinois,42
Indiana,38
Iowa,18
Kansas,32
Kentucky,41
Louisiana,33
Maine,59
Maryland,34
Massachusetts,39
Michigan,40
Minnesota,42
Mississippi,27
Missouri,38
Montana,41
Nebraska,45
Nevada,13
New Hampshire,52
New Jersey,40
New Mexico,22
New York,46
North Carolina,37
North Dakota,25
Ohio,44
Oklahoma,29
Oregon,39
Pennsylvania,50
Rhode Island,26
South Carolina,32
South Dakota,0
Tennessee,44
Texas,33
Utah,17
Vermont,44
Virginia,36
Washington,36
West Virginia,69
Wisconsin,50
Wyoming,40
