geoName,glaucoma
Alabama,88
Alaska,66
Arizona,86
Arkansas,75
California,39
Colorado,43
Connecticut,55
Delaware,99
District of Columbia,46
Florida,78
Georgia,51
Hawaii,52
Idaho,0
Illinois,46
Indiana,48
Iowa,100
Kansas,30
Kentucky,77
Louisiana,50
Maine,0
Maryland,67
Massachusetts,41
Michigan,58
Minnesota,58
Mississippi,66
Missouri,67
Montana,66
Nebraska,39
Nevada,45
New Hampshire,49
New Jersey,62
New Mexico,55
New York,51
North Carolina,40
North Dakota,78
Ohio,55
Oklahoma,31
Oregon,33
Pennsylvania,58
Rhode Island,65
South Carolina,78
South Dakota,76
Tennessee,56
Texas,45
Utah,56
Vermont,72
Virginia,58
Washington,50
West Virginia,41
Wisconsin,47
Wyoming,0
