geoName,glaucoma
Alabama,40
Alaska,0
Arizona,29
Arkansas,40
California,34
Colorado,24
Connecticut,25
Delaware,0
District of Columbia,34
Florida,36
Georgia,28
Hawaii,51
Idaho,69
Illinois,32
Indiana,40
Iowa,40
Kansas,39
Kentucky,35
Louisiana,28
Maine,13
Maryland,24
Massachusetts,35
Michigan,30
Minnesota,21
Mississippi,100
Missouri,33
Montana,22
Nebraska,10
Nevada,34
New Hampshire,23
New Jersey,40
New Mexico,12
New York,45
North Carolina,26
North Dakota,80
Ohio,51
Oklahoma,24
Oregon,27
Pennsylvania,41
Rhode Island,29
South Carolina,31
South Dakota,28
Tennessee,15
Texas,31
Utah,40
Vermont,0
Virginia,34
Washington,20
West Virginia,43
Wisconsin,24
Wyoming,44
