geoName,glaucoma
Alabama,63
Alaska,17
Arizona,54
Arkansas,41
California,39
Colorado,24
Connecticut,35
Delaware,96
District of Columbia,23
Florida,41
Georgia,39
Hawaii,18
Idaho,72
Illinois,28
Indiana,27
Iowa,46
Kansas,41
Kentucky,39
Louisiana,42
Maine,20
Maryland,53
Massachusetts,41
Michigan,37
Minnesota,32
Mississippi,55
Missouri,38
Montana,100
Nebraska,28
Nevada,33
New Hampshire,35
New Jersey,39
New Mexico,36
New York,43
North Carolina,43
North Dakota,20
Ohio,26
Oklahoma,37
Oregon,35
Pennsylvania,48
Rhode Island,46
South Carolina,28
South Dakota,81
Tennessee,49
Texas,42
Utah,24
Vermont,56
Virginia,47
Washington,27
West Virginia,23
Wisconsin,21
Wyoming,33
