geoName,glaucoma
Alabama,50
Alaska,78
Arizona,43
Arkansas,53
California,39
Colorado,39
Connecticut,49
Delaware,44
District of Columbia,42
Florida,35
Georgia,44
Hawaii,11
Idaho,15
Illinois,37
Indiana,40
Iowa,30
Kansas,41
Kentucky,37
Louisiana,38
Maine,0
Maryland,39
Massachusetts,43
Michigan,47
Minnesota,48
Mississippi,40
Missouri,27
Montana,0
Nebraska,52
Nevada,54
New Hampshire,12
New Jersey,48
New Mexico,24
New York,39
North Carolina,37
North Dakota,0
Ohio,41
Oklahoma,45
Oregon,34
Pennsylvania,55
Rhode Island,15
South Carolina,62
South Dakota,95
Tennessee,72
Texas,40
Utah,20
Vermont,27
Virginia,46
Washington,32
West Virginia,100
Wisconsin,44
Wyoming,49
