geoName,glaucoma
Alabama,18
Alaska,24
Arizona,56
Arkansas,68
California,31
Colorado,27
Connecticut,36
Delaware,24
District of Columbia,35
Florida,37
Georgia,27
Hawaii,62
Idaho,15
Illinois,33
Indiana,37
Iowa,62
Kansas,29
Kentucky,5
Louisiana,54
Maine,29
Maryland,27
Massachusetts,43
Michigan,32
Minnesota,35
Mississippi,45
Missouri,41
Montana,50
Nebraska,0
Nevada,41
New Hampshire,13
New Jersey,46
New Mexico,79
New York,37
North Carolina,41
North Dakota,91
Ohio,33
Oklahoma,60
Oregon,55
Pennsylvania,25
Rhode Island,15
South Carolina,21
South Dakota,0
Tennessee,31
Texas,28
Utah,20
Vermont,0
Virginia,34
Washington,32
West Virginia,33
Wisconsin,24
Wyoming,100
