geoName,glaucoma
Alabama,37
Alaska,46
Arizona,39
Arkansas,12
California,40
Colorado,43
Connecticut,38
Delaware,52
District of Columbia,54
Florida,38
Georgia,30
Hawaii,40
Idaho,61
Illinois,31
Indiana,23
Iowa,23
Kansas,23
Kentucky,61
Louisiana,73
Maine,46
Maryland,42
Massachusetts,26
Michigan,35
Minnesota,42
Mississippi,11
Missouri,36
Montana,49
Nebraska,57
Nevada,24
New Hampshire,79
New Jersey,54
New Mexico,14
New York,33
North Carolina,18
North Dakota,91
Ohio,37
Oklahoma,45
Oregon,36
Pennsylvania,34
Rhode Island,84
South Carolina,44
South Dakota,64
Tennessee,15
Texas,39
Utah,49
Vermont,83
Virginia,43
Washington,40
West Virginia,52
Wisconsin,44
Wyoming,100
