geoName,glaucoma
Alabama,48
Alaska,33
Arizona,58
Arkansas,93
California,47
Colorado,39
Connecticut,49
Delaware,0
District of Columbia,20
Florida,61
Georgia,51
Hawaii,69
Idaho,21
Illinois,46
Indiana,10
Iowa,35
Kansas,68
Kentucky,72
Louisiana,49
Maine,100
Maryland,38
Massachusetts,49
Michigan,29
Minnesota,45
Mississippi,31
Missouri,65
Montana,34
Nebraska,43
Nevada,54
New Hampshire,34
New Jersey,50
New Mexico,18
New York,48
North Carolina,37
North Dakota,0
Ohio,46
Oklahoma,50
Oregon,56
Pennsylvania,52
Rhode Island,21
South Carolina,47
South Dakota,0
Tennessee,34
Texas,49
Utah,55
Vermont,0
Virginia,52
Washington,20
West Virginia,70
Wisconsin,39
Wyoming,69
