geoName,glaucoma
Alabama,11
Alaska,31
Arizona,26
Arkansas,0
California,16
Colorado,18
Connecticut,12
Delaware,61
District of Columbia,8
Florida,29
Georgia,15
Hawaii,19
Idaho,29
Illinois,21
Indiana,24
Iowa,17
Kansas,11
Kentucky,9
Louisiana,9
Maine,0
Maryland,11
Massachusetts,14
Michigan,12
Minnesota,9
Mississippi,0
Missouri,19
Montana,0
Nebraska,0
Nevada,22
New Hampshire,20
New Jersey,13
New Mexico,53
New York,23
North Carolina,32
North Dakota,57
Ohio,24
Oklahoma,11
Oregon,0
Pennsylvania,11
Rhode Island,22
South Carolina,11
South Dakota,0
Tennessee,7
Texas,13
Utah,13
Vermont,17
Virginia,7
Washington,22
West Virginia,100
Wisconsin,22
Wyoming,0
