geoName,glaucoma
Alabama,0
Alaska,0
Arizona,6
Arkansas,86
California,36
Colorado,19
Connecticut,10
Delaware,0
District of Columbia,12
Florida,26
Georgia,15
Hawaii,58
Idaho,40
Illinois,23
Indiana,12
Iowa,23
Kansas,0
Kentucky,33
Louisiana,15
Maine,0
Maryland,54
Massachusetts,25
Michigan,23
Minnesota,14
Mississippi,30
Missouri,48
Montana,0
Nebraska,55
Nevada,0
New Hampshire,0
New Jersey,34
New Mexico,0
New York,35
North Carolina,25
North Dakota,0
Ohio,22
Oklahoma,34
Oregon,10
Pennsylvania,27
Rhode Island,69
South Carolina,62
South Dakota,0
Tennessee,52
Texas,21
Utah,18
Vermont,83
Virginia,22
Washington,34
West Virginia,79
Wisconsin,33
Wyoming,100
