geoName,glaucoma
Alabama,69
Alaska,77
Arizona,44
Arkansas,55
California,39
Colorado,44
Connecticut,51
Delaware,75
District of Columbia,51
Florida,49
Georgia,34
Hawaii,34
Idaho,15
Illinois,36
Indiana,50
Iowa,90
Kansas,17
Kentucky,29
Louisiana,26
Maine,29
Maryland,40
Massachusetts,51
Michigan,48
Minnesota,49
Mississippi,56
Missouri,57
Montana,0
Nebraska,81
Nevada,59
New Hampshire,25
New Jersey,36
New Mexico,26
New York,56
North Carolina,47
North Dakota,63
Ohio,37
Oklahoma,60
Oregon,37
Pennsylvania,54
Rhode Island,100
South Carolina,42
South Dakota,66
Tennessee,27
Texas,57
Utah,17
Vermont,85
Virginia,41
Washington,32
West Virginia,36
Wisconsin,58
Wyoming,95
