geoName,glaucoma
Alabama,51
Alaska,0
Arizona,49
Arkansas,91
California,54
Colorado,50
Connecticut,56
Delaware,86
District of Columbia,33
Florida,73
Georgia,53
Hawaii,26
Idaho,63
Illinois,70
Indiana,52
Iowa,45
Kansas,55
Kentucky,29
Louisiana,35
Maine,46
Maryland,49
Massachusetts,67
Michigan,53
Minnesota,63
Mississippi,32
Missouri,46
Montana,26
Nebraska,33
Nevada,18
New Hampshire,55
New Jersey,56
New Mexico,41
New York,56
North Carolina,54
North Dakota,32
Ohio,55
Oklahoma,57
Oregon,53
Pennsylvania,69
Rhode Island,51
South Carolina,35
South Dakota,100
Tennessee,67
Texas,47
Utah,33
Vermont,0
Virginia,45
Washington,66
West Virginia,36
Wisconsin,51
Wyoming,0
