geoName,glaucoma
Alabama,0
Alaska,0
Arizona,15
Arkansas,0
California,24
Colorado,16
Connecticut,15
Delaware,0
District of Columbia,35
Florida,42
Georgia,28
Hawaii,68
Idaho,0
Illinois,32
Indiana,33
Iowa,0
Kansas,26
Kentucky,35
Louisiana,11
Maine,0
Maryland,29
Massachusetts,28
Michigan,42
Minnesota,31
Mississippi,66
Missouri,45
Montana,87
Nebraska,100
Nevada,43
New Hampshire,24
New Jersey,32
New Mexico,0
New York,24
North Carolina,18
North Dakota,56
Ohio,16
Oklahoma,13
Oregon,29
Pennsylvania,29
Rhode Island,0
South Carolina,23
South Dakota,43
Tennessee,23
Texas,29
Utah,12
Vermont,0
Virginia,23
Washington,25
West Virginia,0
Wisconsin,43
Wyoming,0
