geoName,glaucoma
Alabama,53
Alaska,37
Arizona,34
Arkansas,70
California,43
Colorado,61
Connecticut,53
Delaware,0
District of Columbia,41
Florida,51
Georgia,35
Hawaii,39
Idaho,24
Illinois,58
Indiana,41
Iowa,39
Kansas,99
Kentucky,27
Louisiana,57
Maine,23
Maryland,42
Massachusetts,47
Michigan,31
Minnesota,29
Mississippi,53
Missouri,47
Montana,40
Nebraska,100
Nevada,25
New Hampshire,0
New Jersey,38
New Mexico,21
New York,46
North Carolina,29
North Dakota,49
Ohio,45
Oklahoma,49
Oregon,30
Pennsylvania,67
Rhode Island,26
South Carolina,54
South Dakota,0
Tennessee,33
Texas,52
Utah,32
Vermont,41
Virginia,37
Washington,54
West Virginia,26
Wisconsin,22
Wyoming,79
