geoName,glaucoma
Alabama,40
Alaska,21
Arizona,17
Arkansas,40
California,34
Colorado,17
Connecticut,32
Delaware,21
District of Columbia,12
Florida,31
Georgia,18
Hawaii,31
Idaho,14
Illinois,22
Indiana,24
Iowa,20
Kansas,13
Kentucky,21
Louisiana,43
Maine,0
Maryland,20
Massachusetts,33
Michigan,24
Minnesota,25
Mississippi,31
Missouri,29
Montana,0
Nebraska,0
Nevada,14
New Hampshire,31
New Jersey,32
New Mexico,0
New York,25
North Carolina,23
North Dakota,59
Ohio,28
Oklahoma,32
Oregon,28
Pennsylvania,23
Rhode Island,27
South Carolina,27
South Dakota,0
Tennessee,44
Texas,29
Utah,25
Vermont,100
Virginia,34
Washington,22
West Virginia,16
Wisconsin,18
Wyoming,0
