geoName,glaucoma
Alabama,27
Alaska,77
Arizona,70
Arkansas,64
California,54
Colorado,17
Connecticut,40
Delaware,0
District of Columbia,93
Florida,53
Georgia,42
Hawaii,67
Idaho,40
Illinois,27
Indiana,32
Iowa,52
Kansas,31
Kentucky,40
Louisiana,28
Maine,26
Maryland,39
Massachusetts,40
Michigan,56
Minnesota,56
Mississippi,60
Missouri,42
Montana,100
Nebraska,88
Nevada,11
New Hampshire,64
New Jersey,52
New Mexico,36
New York,64
North Carolina,44
North Dakota,0
Ohio,51
Oklahoma,41
Oregon,47
Pennsylvania,66
Rhode Island,24
South Carolina,56
South Dakota,85
Tennessee,43
Texas,52
Utah,57
Vermont,48
Virginia,70
Washington,23
West Virginia,47
Wisconsin,68
Wyoming,66
