geoName,glaucoma
Alabama,54
Alaska,100
Arizona,34
Arkansas,45
California,41
Colorado,14
Connecticut,47
Delaware,24
District of Columbia,36
Florida,50
Georgia,35
Hawaii,39
Idaho,61
Illinois,40
Indiana,39
Iowa,35
Kansas,30
Kentucky,50
Louisiana,32
Maine,60
Maryland,64
Massachusetts,67
Michigan,32
Minnesota,46
Mississippi,99
Missouri,31
Montana,24
Nebraska,39
Nevada,34
New Hampshire,0
New Jersey,31
New Mexico,13
New York,37
North Carolina,47
North Dakota,30
Ohio,31
Oklahoma,77
Oregon,53
Pennsylvania,50
Rhode Island,16
South Carolina,47
South Dakota,29
Tennessee,47
Texas,40
Utah,28
Vermont,28
Virginia,30
Washington,42
West Virginia,30
Wisconsin,42
Wyoming,0
