geoName,glaucoma
Alabama,47
Alaska,48
Arizona,33
Arkansas,32
California,39
Colorado,27
Connecticut,59
Delaware,0
District of Columbia,12
Florida,26
Georgia,46
Hawaii,0
Idaho,84
Illinois,42
Indiana,35
Iowa,25
Kansas,68
Kentucky,100
Louisiana,75
Maine,0
Maryland,78
Massachusetts,57
Michigan,59
Minnesota,90
Mississippi,57
Missouri,70
Montana,0
Nebraska,86
Nevada,18
New Hampshire,0
New Jersey,44
New Mexico,83
New York,43
North Carolina,57
North Dakota,0
Ohio,56
Oklahoma,54
Oregon,11
Pennsylvania,56
Rhode Island,32
South Carolina,47
South Dakota,55
Tennessee,39
Texas,43
Utah,20
Vermont,27
Virginia,31
Washington,48
West Virginia,68
Wisconsin,43
Wyoming,0
