geoName,glaucoma
Alabama,67
Alaska,54
Arizona,89
Arkansas,96
California,60
Colorado,56
Connecticut,69
Delaware,100
District of Columbia,66
Florida,50
Georgia,47
Hawaii,50
Idaho,47
Illinois,37
Indiana,48
Iowa,31
Kansas,45
Kentucky,89
Louisiana,46
Maine,92
Maryland,75
Massachusetts,73
Michigan,53
Minnesota,48
Mississippi,48
Missouri,59
Montana,79
Nebraska,59
Nevada,35
New Hampshire,0
New Jersey,41
New Mexico,55
New York,56
North Carolina,46
North Dakota,31
Ohio,61
Oklahoma,78
Oregon,23
Pennsylvania,63
Rhode Island,88
South Carolina,74
South Dakota,66
Tennessee,51
Texas,54
Utah,22
Vermont,91
Virginia,67
Washington,94
West Virginia,52
Wisconsin,49
Wyoming,0
