geoName,glaucoma
Alabama,31
Alaska,0
Arizona,30
Arkansas,40
California,31
Colorado,22
Connecticut,25
Delaware,28
District of Columbia,26
Florida,32
Georgia,33
Hawaii,30
Idaho,17
Illinois,24
Indiana,21
Iowa,30
Kansas,33
Kentucky,17
Louisiana,21
Maine,18
Maryland,33
Massachusetts,28
Michigan,29
Minnesota,19
Mississippi,19
Missouri,30
Montana,14
Nebraska,19
Nevada,24
New Hampshire,8
New Jersey,22
New Mexico,30
New York,30
North Carolina,39
North Dakota,100
Ohio,32
Oklahoma,42
Oregon,29
Pennsylvania,26
Rhode Island,20
South Carolina,16
South Dakota,18
Tennessee,30
Texas,28
Utah,35
Vermont,0
Virginia,26
Washington,22
West Virginia,46
Wisconsin,22
Wyoming,0
