geoName,glaucoma
Alabama,16
Alaska,0
Arizona,14
Arkansas,28
California,21
Colorado,12
Connecticut,20
Delaware,0
District of Columbia,29
Florida,25
Georgia,29
Hawaii,16
Idaho,0
Illinois,12
Indiana,6
Iowa,10
Kansas,9
Kentucky,16
Louisiana,16
Maine,0
Maryland,24
Massachusetts,24
Michigan,17
Minnesota,25
Mississippi,15
Missouri,16
Montana,0
Nebraska,27
Nevada,30
New Hampshire,16
New Jersey,9
New Mexico,0
New York,16
North Carolina,8
North Dakota,41
Ohio,40
Oklahoma,9
Oregon,15
Pennsylvania,7
Rhode Island,33
South Carolina,24
South Dakota,0
Tennessee,32
Texas,27
Utah,18
Vermont,75
Virginia,16
Washington,20
West Virginia,100
Wisconsin,30
Wyoming,99
