geoName,glaucoma
Alabama,53
Alaska,0
Arizona,51
Arkansas,58
California,34
Colorado,40
Connecticut,37
Delaware,0
District of Columbia,23
Florida,39
Georgia,37
Hawaii,30
Idaho,0
Illinois,27
Indiana,54
Iowa,7
Kansas,26
Kentucky,20
Louisiana,50
Maine,39
Maryland,39
Massachusetts,44
Michigan,41
Minnesota,22
Mississippi,43
Missouri,25
Montana,44
Nebraska,46
Nevada,59
New Hampshire,23
New Jersey,44
New Mexico,100
New York,36
North Carolina,44
North Dakota,56
Ohio,26
Oklahoma,37
Oregon,43
Pennsylvania,43
Rhode Island,29
South Carolina,9
South Dakota,88
Tennessee,53
Texas,42
Utah,19
Vermont,50
Virginia,31
Washington,40
West Virginia,47
Wisconsin,44
Wyoming,42
