geoName,glaucoma
Alabama,31
Alaska,0
Arizona,31
Arkansas,0
California,16
Colorado,14
Connecticut,28
Delaware,0
District of Columbia,29
Florida,24
Georgia,23
Hawaii,40
Idaho,29
Illinois,32
Indiana,38
Iowa,0
Kansas,34
Kentucky,9
Louisiana,28
Maine,21
Maryland,21
Massachusetts,18
Michigan,20
Minnesota,9
Mississippi,20
Missouri,19
Montana,0
Nebraska,36
Nevada,0
New Hampshire,22
New Jersey,18
New Mexico,26
New York,30
North Carolina,10
North Dakota,100
Ohio,32
Oklahoma,23
Oregon,34
Pennsylvania,31
Rhode Island,0
South Carolina,11
South Dakota,36
Tennessee,56
Texas,27
Utah,26
Vermont,0
Virginia,15
Washington,27
West Virginia,0
Wisconsin,16
Wyoming,0
