geoName,glaucoma
Alabama,51
Alaska,0
Arizona,44
Arkansas,20
California,25
Colorado,30
Connecticut,13
Delaware,100
District of Columbia,27
Florida,23
Georgia,29
Hawaii,19
Idaho,50
Illinois,32
Indiana,8
Iowa,0
Kansas,34
Kentucky,35
Louisiana,31
Maine,0
Maryland,26
Massachusetts,29
Michigan,27
Minnesota,45
Mississippi,18
Missouri,37
Montana,94
Nebraska,35
Nevada,47
New Hampshire,41
New Jersey,19
New Mexico,28
New York,27
North Carolina,30
North Dakota,90
Ohio,32
Oklahoma,23
Oregon,28
Pennsylvania,30
Rhode Island,0
South Carolina,22
South Dakota,32
Tennessee,19
Texas,35
Utah,24
Vermont,23
Virginia,23
Washington,48
West Virginia,0
Wisconsin,61
Wyoming,0
