geoName,glaucoma
Alabama,49
Alaska,42
Arizona,30
Arkansas,30
California,37
Colorado,20
Connecticut,40
Delaware,0
District of Columbia,52
Florida,39
Georgia,23
Hawaii,0
Idaho,27
Illinois,26
Indiana,35
Iowa,42
Kansas,20
Kentucky,28
Louisiana,28
Maine,13
Maryland,42
Massachusetts,41
Michigan,25
Minnesota,28
Mississippi,29
Missouri,23
Montana,23
Nebraska,90
Nevada,28
New Hampshire,11
New Jersey,52
New Mexico,46
New York,40
North Carolina,20
North Dakota,27
Ohio,41
Oklahoma,26
Oregon,25
Pennsylvania,31
Rhode Island,42
South Carolina,28
South Dakota,58
Tennessee,39
Texas,35
Utah,18
Vermont,100
Virginia,39
Washington,36
West Virginia,32
Wisconsin,25
Wyoming,0
