geoName,glaucoma
Alabama,91
Alaska,72
Arizona,57
Arkansas,21
California,34
Colorado,35
Connecticut,22
Delaware,56
District of Columbia,18
Florida,22
Georgia,30
Hawaii,0
Idaho,33
Illinois,27
Indiana,33
Iowa,33
Kansas,25
Kentucky,40
Louisiana,10
Maine,23
Maryland,34
Massachusetts,35
Michigan,38
Minnesota,35
Mississippi,22
Missouri,42
Montana,49
Nebraska,100
Nevada,13
New Hampshire,0
New Jersey,33
New Mexico,56
New York,23
North Carolina,36
North Dakota,0
Ohio,45
Oklahoma,51
Oregon,37
Pennsylvania,67
Rhode Island,23
South Carolina,12
South Dakota,38
Tennessee,49
Texas,31
Utah,15
Vermont,18
Virginia,28
Washington,11
West Virginia,47
Wisconsin,24
Wyoming,0
