geoName,glaucoma
Alabama,46
Alaska,62
Arizona,51
Arkansas,29
California,45
Colorado,33
Connecticut,40
Delaware,40
District of Columbia,60
Florida,47
Georgia,43
Hawaii,65
Idaho,25
Illinois,54
Indiana,44
Iowa,36
Kansas,40
Kentucky,44
Louisiana,66
Maine,51
Maryland,53
Massachusetts,46
Michigan,43
Minnesota,42
Mississippi,86
Missouri,55
Montana,100
Nebraska,43
Nevada,59
New Hampshire,88
New Jersey,38
New Mexico,33
New York,55
North Carolina,54
North Dakota,0
Ohio,41
Oklahoma,61
Oregon,61
Pennsylvania,48
Rhode Island,42
South Carolina,74
South Dakota,73
Tennessee,57
Texas,40
Utah,28
Vermont,71
Virginia,47
Washington,45
West Virginia,86
Wisconsin,44
Wyoming,38
