geoName,glaucoma
Alabama,73
Alaska,0
Arizona,34
Arkansas,38
California,27
Colorado,22
Connecticut,20
Delaware,0
District of Columbia,20
Florida,37
Georgia,28
Hawaii,0
Idaho,0
Illinois,40
Indiana,29
Iowa,45
Kansas,11
Kentucky,9
Louisiana,19
Maine,85
Maryland,36
Massachusetts,32
Michigan,30
Minnesota,40
Mississippi,19
Missouri,27
Montana,0
Nebraska,18
Nevada,11
New Hampshire,20
New Jersey,28
New Mexico,100
New York,31
North Carolina,46
North Dakota,50
Ohio,44
Oklahoma,46
Oregon,7
Pennsylvania,50
Rhode Island,0
South Carolina,62
South Dakota,0
Tennessee,20
Texas,33
Utah,52
Vermont,33
Virginia,20
Washington,6
West Virginia,42
Wisconsin,22
Wyoming,0
