geoName,glaucoma
Alabama,37
Alaska,22
Arizona,12
Arkansas,15
California,21
Colorado,29
Connecticut,28
Delaware,38
District of Columbia,25
Florida,23
Georgia,11
Hawaii,0
Idaho,19
Illinois,10
Indiana,17
Iowa,46
Kansas,24
Kentucky,20
Louisiana,7
Maine,0
Maryland,37
Massachusetts,14
Michigan,27
Minnesota,17
Mississippi,13
Missouri,11
Montana,0
Nebraska,27
Nevada,25
New Hampshire,0
New Jersey,26
New Mexico,39
New York,28
North Carolina,9
North Dakota,36
Ohio,33
Oklahoma,0
Oregon,34
Pennsylvania,16
Rhode Island,0
South Carolina,23
South Dakota,25
Tennessee,14
Texas,21
Utah,0
Vermont,25
Virginia,22
Washington,32
West Virginia,100
Wisconsin,16
Wyoming,35
