geoName,glaucoma
Alabama,51
Alaska,24
Arizona,47
Arkansas,0
California,41
Colorado,31
Connecticut,36
Delaware,24
District of Columbia,12
Florida,40
Georgia,37
Hawaii,34
Idaho,31
Illinois,33
Indiana,38
Iowa,71
Kansas,52
Kentucky,17
Louisiana,21
Maine,14
Maryland,36
Massachusetts,36
Michigan,38
Minnesota,28
Mississippi,31
Missouri,27
Montana,25
Nebraska,47
Nevada,57
New Hampshire,25
New Jersey,43
New Mexico,13
New York,28
North Carolina,29
North Dakota,32
Ohio,45
Oklahoma,22
Oregon,36
Pennsylvania,44
Rhode Island,0
South Carolina,15
South Dakota,0
Tennessee,46
Texas,35
Utah,19
Vermont,0
Virginia,31
Washington,28
West Virginia,72
Wisconsin,28
Wyoming,100
