geoName,glaucoma
Alabama,46
Alaska,28
Arizona,61
Arkansas,84
California,65
Colorado,40
Connecticut,76
Delaware,74
District of Columbia,72
Florida,60
Georgia,42
Hawaii,69
Idaho,63
Illinois,39
Indiana,44
Iowa,31
Kansas,37
Kentucky,72
Louisiana,33
Maine,64
Maryland,63
Massachusetts,77
Michigan,55
Minnesota,42
Mississippi,83
Missouri,54
Montana,0
Nebraska,59
Nevada,80
New Hampshire,14
New Jersey,51
New Mexico,41
New York,59
North Carolina,62
North Dakota,32
Ohio,62
Oklahoma,70
Oregon,65
Pennsylvania,75
Rhode Island,89
South Carolina,69
South Dakota,100
Tennessee,61
Texas,58
Utah,50
Vermont,59
Virginia,51
Washington,65
West Virginia,89
Wisconsin,85
Wyoming,51
