geoName,glaucoma
Alabama,77
Alaska,54
Arizona,57
Arkansas,11
California,47
Colorado,44
Connecticut,100
Delaware,56
District of Columbia,50
Florida,74
Georgia,41
Hawaii,50
Idaho,31
Illinois,63
Indiana,48
Iowa,36
Kansas,59
Kentucky,48
Louisiana,46
Maine,62
Maryland,63
Massachusetts,59
Michigan,54
Minnesota,54
Mississippi,34
Missouri,49
Montana,51
Nebraska,43
Nevada,77
New Hampshire,27
New Jersey,44
New Mexico,13
New York,62
North Carolina,49
North Dakota,31
Ohio,42
Oklahoma,42
Oregon,36
Pennsylvania,52
Rhode Island,53
South Carolina,51
South Dakota,95
Tennessee,57
Texas,57
Utah,57
Vermont,58
Virginia,60
Washington,32
West Virginia,36
Wisconsin,46
Wyoming,49
