geoName,glaucoma
Alabama,19
Alaska,100
Arizona,52
Arkansas,18
California,34
Colorado,31
Connecticut,26
Delaware,19
District of Columbia,20
Florida,46
Georgia,31
Hawaii,25
Idaho,51
Illinois,25
Indiana,25
Iowa,39
Kansas,37
Kentucky,19
Louisiana,11
Maine,23
Maryland,41
Massachusetts,23
Michigan,32
Minnesota,17
Mississippi,17
Missouri,36
Montana,20
Nebraska,19
Nevada,50
New Hampshire,20
New Jersey,38
New Mexico,21
New York,24
North Carolina,30
North Dakota,77
Ohio,25
Oklahoma,41
Oregon,44
Pennsylvania,36
Rhode Island,27
South Carolina,38
South Dakota,27
Tennessee,38
Texas,34
Utah,22
Vermont,0
Virginia,35
Washington,29
West Virginia,42
Wisconsin,21
Wyoming,42
