geoName,glaucoma
Alabama,56
Alaska,65
Arizona,53
Arkansas,91
California,45
Colorado,56
Connecticut,47
Delaware,100
District of Columbia,25
Florida,76
Georgia,50
Hawaii,85
Idaho,20
Illinois,57
Indiana,30
Iowa,60
Kansas,56
Kentucky,40
Louisiana,70
Maine,39
Maryland,79
Massachusetts,59
Michigan,59
Minnesota,46
Mississippi,47
Missouri,69
Montana,33
Nebraska,56
Nevada,54
New Hampshire,16
New Jersey,53
New Mexico,35
New York,52
North Carolina,66
North Dakota,0
Ohio,30
Oklahoma,42
Oregon,59
Pennsylvania,61
Rhode Island,21
South Carolina,49
South Dakota,42
Tennessee,39
Texas,50
Utah,44
Vermont,35
Virginia,47
Washington,20
West Virginia,47
Wisconsin,38
Wyoming,67
