geoName,glaucoma
Alabama,41
Alaska,0
Arizona,22
Arkansas,24
California,24
Colorado,25
Connecticut,17
Delaware,0
District of Columbia,41
Florida,30
Georgia,19
Hawaii,0
Idaho,0
Illinois,20
Indiana,9
Iowa,0
Kansas,30
Kentucky,27
Louisiana,26
Maine,27
Maryland,39
Massachusetts,28
Michigan,24
Minnesota,12
Mississippi,25
Missouri,35
Montana,0
Nebraska,23
Nevada,16
New Hampshire,54
New Jersey,15
New Mexico,92
New York,39
North Carolina,37
North Dakota,0
Ohio,22
Oklahoma,29
Oregon,25
Pennsylvania,51
Rhode Island,52
South Carolina,13
South Dakota,100
Tennessee,53
Texas,26
Utah,29
Vermont,61
Virginia,45
Washington,16
West Virginia,56
Wisconsin,21
Wyoming,0
