geoName,glaucoma
Alabama,21
Alaska,27
Arizona,37
Arkansas,13
California,43
Colorado,25
Connecticut,47
Delaware,27
District of Columbia,34
Florida,47
Georgia,30
Hawaii,100
Idaho,0
Illinois,36
Indiana,30
Iowa,24
Kansas,16
Kentucky,15
Louisiana,47
Maine,67
Maryland,27
Massachusetts,45
Michigan,42
Minnesota,34
Mississippi,51
Missouri,30
Montana,86
Nebraska,59
Nevada,31
New Hampshire,85
New Jersey,35
New Mexico,45
New York,39
North Carolina,42
North Dakota,68
Ohio,46
Oklahoma,32
Oregon,36
Pennsylvania,34
Rhode Island,0
South Carolina,61
South Dakota,0
Tennessee,23
Texas,39
Utah,63
Vermont,0
Virginia,34
Washington,38
West Virginia,39
Wisconsin,43
Wyoming,0
