geoName,glaucoma
Alabama,37
Alaska,22
Arizona,65
Arkansas,81
California,46
Colorado,42
Connecticut,32
Delaware,76
District of Columbia,40
Florida,47
Georgia,31
Hawaii,78
Idaho,44
Illinois,42
Indiana,23
Iowa,37
Kansas,22
Kentucky,45
Louisiana,19
Maine,15
Maryland,60
Massachusetts,42
Michigan,42
Minnesota,44
Mississippi,45
Missouri,45
Montana,73
Nebraska,48
Nevada,57
New Hampshire,51
New Jersey,34
New Mexico,0
New York,39
North Carolina,42
North Dakota,60
Ohio,54
Oklahoma,66
Oregon,24
Pennsylvania,64
Rhode Island,82
South Carolina,60
South Dakota,32
Tennessee,35
Texas,37
Utah,0
Vermont,54
Virginia,38
Washington,23
West Virginia,35
Wisconsin,56
Wyoming,100
