geoName,glaucoma
Alabama,51
Alaska,33
Arizona,61
Arkansas,74
California,63
Colorado,43
Connecticut,92
Delaware,60
District of Columbia,66
Florida,66
Georgia,41
Hawaii,91
Idaho,77
Illinois,46
Indiana,33
Iowa,19
Kansas,56
Kentucky,45
Louisiana,53
Maine,75
Maryland,54
Massachusetts,51
Michigan,57
Minnesota,42
Mississippi,29
Missouri,54
Montana,31
Nebraska,42
Nevada,83
New Hampshire,32
New Jersey,63
New Mexico,17
New York,56
North Carolina,49
North Dakota,40
Ohio,65
Oklahoma,39
Oregon,74
Pennsylvania,65
Rhode Island,87
South Carolina,100
South Dakota,0
Tennessee,62
Texas,46
Utah,26
Vermont,71
Virginia,54
Washington,69
West Virginia,23
Wisconsin,31
Wyoming,63
