geoName,glaucoma
Alabama,20
Alaska,0
Arizona,13
Arkansas,55
California,24
Colorado,18
Connecticut,26
Delaware,0
District of Columbia,33
Florida,28
Georgia,33
Hawaii,58
Idaho,29
Illinois,38
Indiana,30
Iowa,45
Kansas,54
Kentucky,28
Louisiana,60
Maine,20
Maryland,32
Massachusetts,31
Michigan,28
Minnesota,51
Mississippi,0
Missouri,42
Montana,92
Nebraska,0
Nevada,57
New Hampshire,0
New Jersey,28
New Mexico,25
New York,38
North Carolina,27
North Dakota,100
Ohio,27
Oklahoma,34
Oregon,20
Pennsylvania,49
Rhode Island,21
South Carolina,55
South Dakota,35
Tennessee,41
Texas,26
Utah,13
Vermont,16
Virginia,10
Washington,16
West Virginia,94
Wisconsin,28
Wyoming,75
